Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,celltype_identifier,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,source_name,SRA Study
SRR3200995,p38,RNA-Seq,51,71526123,PRJNA314132,SAMN04529257,76863092,sympathetic neuronal cells,Unclassified,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1610803,GSM2079345,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:25:00Z,1,GSM2079345,male,thoracic ganglion,SRP071085
SRR3200996,p38,RNA-Seq,51,115458696,PRJNA314132,SAMN04529258,123159143,sympathetic neuronal cells,Noradrenergic3,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX1610804,GSM2079346,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:25:00Z,1,GSM2079346,male,thoracic ganglion,SRP071085
SRR3200997,p38,RNA-Seq,51,76422837,PRJNA314132,SAMN04529259,82158859,sympathetic neuronal cells,Noradrenergic3,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX1610805,GSM2079347,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:25:00Z,1,GSM2079347,male,thoracic ganglion,SRP071085
SRR3200998,p38,RNA-Seq,51,82833945,PRJNA314132,SAMN04529260,89113725,sympathetic neuronal cells,Noradrenergic2,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1610806,GSM2079348,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:25:00Z,1,GSM2079348,male,thoracic ganglion,SRP071085
SRR3200999,p38,RNA-Seq,51,83393007,PRJNA314132,SAMN04529261,89454619,sympathetic neuronal cells,Unclassified,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1610807,GSM2079349,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:25:00Z,1,GSM2079349,male,thoracic ganglion,SRP071085
SRR3201000,p38,RNA-Seq,51,75558948,PRJNA314132,SAMN04529262,80761444,sympathetic neuronal cells,Noradrenergic3,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1610808,GSM2079350,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:22:00Z,1,GSM2079350,male,thoracic ganglion,SRP071085
SRR3201004,p38,RNA-Seq,51,89213586,PRJNA314132,SAMN04529266,95791360,sympathetic neuronal cells,Noradrenergic3,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1610812,GSM2079354,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:23:00Z,1,GSM2079354,male,thoracic ganglion,SRP071085
SRR3201005,p38,RNA-Seq,51,72458709,PRJNA314132,SAMN04529267,77854834,sympathetic neuronal cells,Noradrenergic3,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1610813,GSM2079355,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:22:00Z,1,GSM2079355,male,thoracic ganglion,SRP071085
SRR3201007,p38,RNA-Seq,51,75026151,PRJNA314132,SAMN04529269,80842870,sympathetic neuronal cells,Noradrenergic3,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1610815,GSM2079357,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:22:00Z,1,GSM2079357,male,thoracic ganglion,SRP071085
SRR3201009,p38,RNA-Seq,51,41048421,PRJNA314132,SAMN04529271,44396696,sympathetic neuronal cells,Unclassified,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1610817,GSM2079359,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:21:00Z,1,GSM2079359,male,thoracic ganglion,SRP071085
SRR3201010,p38,RNA-Seq,51,100882029,PRJNA314132,SAMN04529215,107752247,sympathetic neuronal cells,Noradrenergic1,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1610818,GSM2079360,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:21:00Z,1,GSM2079360,male,thoracic ganglion,SRP071085
SRR3201011,p38,RNA-Seq,51,98003130,PRJNA314132,SAMN04529216,104462045,sympathetic neuronal cells,Noradrenergic3,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1610819,GSM2079361,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:20:00Z,1,GSM2079361,male,thoracic ganglion,SRP071085
SRR3201012,p38,RNA-Seq,51,80384823,PRJNA314132,SAMN04529217,86500340,sympathetic neuronal cells,Noradrenergic3,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1610820,GSM2079362,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:20:00Z,1,GSM2079362,male,thoracic ganglion,SRP071085
SRR3201013,p30,RNA-Seq,51,87601017,PRJNA314132,SAMN04529218,91604183,sympathetic neuronal cells,Noradrenergic5,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX1610821,GSM2079363,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:20:00Z,1,GSM2079363,female,thoracic ganglion,SRP071085
SRR3201014,p30,RNA-Seq,51,89059362,PRJNA314132,SAMN04529219,92855075,sympathetic neuronal cells,Noradrenergic3,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX1610822,GSM2079364,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:20:00Z,1,GSM2079364,female,thoracic ganglion,SRP071085
SRR3201015,p30,RNA-Seq,51,98716212,PRJNA314132,SAMN04529272,102611666,sympathetic neuronal cells,Noradrenergic3,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX1610823,GSM2079365,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:20:00Z,1,GSM2079365,female,thoracic ganglion,SRP071085
SRR3201016,p30,RNA-Seq,51,96473793,PRJNA314132,SAMN04529213,99803699,sympathetic neuronal cells,Unclassified,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX1610824,GSM2079366,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:20:00Z,1,GSM2079366,female,thoracic ganglion,SRP071085
SRR3201017,p30,RNA-Seq,51,75436599,PRJNA314132,SAMN04529214,79171127,sympathetic neuronal cells,Noradrenergic3,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1610825,GSM2079367,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:20:00Z,1,GSM2079367,female,thoracic ganglion,SRP071085
SRR3201018,p30,RNA-Seq,51,71674176,PRJNA314132,SAMN04529220,75092378,sympathetic neuronal cells,Noradrenergic3,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX1610826,GSM2079368,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:20:00Z,1,GSM2079368,female,thoracic ganglion,SRP071085
SRR3201019,p30,RNA-Seq,51,81620349,PRJNA314132,SAMN04529221,84616306,sympathetic neuronal cells,Noradrenergic3,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1610827,GSM2079369,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:20:00Z,1,GSM2079369,female,thoracic ganglion,SRP071085
SRR3201020,p30,RNA-Seq,51,84405255,PRJNA314132,SAMN04529222,87706428,sympathetic neuronal cells,Noradrenergic3,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX1610828,GSM2079370,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:20:00Z,1,GSM2079370,female,thoracic ganglion,SRP071085
SRR3201021,p30,RNA-Seq,51,92857383,PRJNA314132,SAMN04529223,96856974,sympathetic neuronal cells,Noradrenergic3,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1610829,GSM2079371,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:20:00Z,1,GSM2079371,female,thoracic ganglion,SRP071085
SRR3201022,p30,RNA-Seq,51,76511730,PRJNA314132,SAMN04529224,80213087,sympathetic neuronal cells,Unclassified,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1610830,GSM2079372,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:20:00Z,1,GSM2079372,female,thoracic ganglion,SRP071085
SRR3201023,p30,RNA-Seq,51,91519092,PRJNA314132,SAMN04529225,95200283,sympathetic neuronal cells,Noradrenergic3,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1610831,GSM2079373,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:20:00Z,1,GSM2079373,female,thoracic ganglion,SRP071085
SRR3201024,p30,RNA-Seq,51,98667354,PRJNA314132,SAMN04529226,102383387,sympathetic neuronal cells,Unclassified,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1610832,GSM2079374,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:20:00Z,1,GSM2079374,female,thoracic ganglion,SRP071085
SRR3201025,p30,RNA-Seq,51,33329367,PRJNA314132,SAMN04529227,34875055,sympathetic neuronal cells,Noradrenergic1,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1610833,GSM2079375,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:19:00Z,1,GSM2079375,female,thoracic ganglion,SRP071085
SRR3201029,p30,RNA-Seq,51,100429557,PRJNA314132,SAMN04529231,103532034,sympathetic neuronal cells,Unclassified,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX1610837,GSM2079379,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:17:00Z,1,GSM2079379,female,thoracic ganglion,SRP071085
SRR3201038,p30,RNA-Seq,51,91952388,PRJNA314132,SAMN04529240,96338513,sympathetic neuronal cells,Noradrenergic2,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1610846,GSM2079388,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:13:00Z,1,GSM2079388,female,thoracic ganglion,SRP071085
SRR3201039,p30,RNA-Seq,51,63685842,PRJNA314132,SAMN04529241,66673555,sympathetic neuronal cells,Noradrenergic3,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX1610847,GSM2079389,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:13:00Z,1,GSM2079389,female,thoracic ganglion,SRP071085
SRR3201040,p30,RNA-Seq,51,90548358,PRJNA314132,SAMN04529242,94384277,sympathetic neuronal cells,Noradrenergic3,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1610848,GSM2079390,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:13:00Z,1,GSM2079390,female,thoracic ganglion,SRP071085
SRR3201041,p33,RNA-Seq,51,408,PRJNA314132,SAMN04529183,29123,sympathetic neuronal cells,Unclassified,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX1610849,GSM2079391,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:12:00Z,1,GSM2079391,female,thoracic ganglion,SRP071085
SRR3201042,p33,RNA-Seq,51,48713670,PRJNA314132,SAMN04529183,51262482,sympathetic neuronal cells,Unclassified,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1610849,GSM2079391,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:13:00Z,1,GSM2079391,female,thoracic ganglion,SRP071085
SRR3201043,p33,RNA-Seq,51,2295,PRJNA314132,SAMN04529184,30754,sympathetic neuronal cells,Noradrenergic3,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1610850,GSM2079392,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:12:00Z,1,GSM2079392,female,thoracic ganglion,SRP071085
SRR3201044,p33,RNA-Seq,51,41172861,PRJNA314132,SAMN04529184,43273281,sympathetic neuronal cells,Noradrenergic3,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX1610850,GSM2079392,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:13:00Z,1,GSM2079392,female,thoracic ganglion,SRP071085
SRR3201045,p33,RNA-Seq,51,5712,PRJNA314132,SAMN04529185,33688,sympathetic neuronal cells,Ach1,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX1610851,GSM2079393,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:12:00Z,1,GSM2079393,female,thoracic ganglion,SRP071085
SRR3201046,p33,RNA-Seq,51,39612873,PRJNA314132,SAMN04529185,41785138,sympathetic neuronal cells,Ach1,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1610851,GSM2079393,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:13:00Z,1,GSM2079393,female,thoracic ganglion,SRP071085
SRR3201047,p33,RNA-Seq,51,561,PRJNA314132,SAMN04529186,29265,sympathetic neuronal cells,Unclassified,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX1610852,GSM2079394,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:11:00Z,1,GSM2079394,female,thoracic ganglion,SRP071085
SRR3201048,p33,RNA-Seq,51,30207810,PRJNA314132,SAMN04529186,31600307,sympathetic neuronal cells,Unclassified,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX1610852,GSM2079394,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:11:00Z,1,GSM2079394,female,thoracic ganglion,SRP071085
SRR3201049,p33,RNA-Seq,51,3060,PRJNA314132,SAMN04529187,31403,sympathetic neuronal cells,Unclassified,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1610853,GSM2079395,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:10:00Z,1,GSM2079395,female,thoracic ganglion,SRP071085
SRR3201050,p33,RNA-Seq,51,26345886,PRJNA314132,SAMN04529187,27872958,sympathetic neuronal cells,Unclassified,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1610853,GSM2079395,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:11:00Z,1,GSM2079395,female,thoracic ganglion,SRP071085
SRR3201051,p33,RNA-Seq,51,1479,PRJNA314132,SAMN04529188,30052,sympathetic neuronal cells,Noradrenergic5,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX1610854,GSM2079396,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:10:00Z,1,GSM2079396,female,thoracic ganglion,SRP071085
SRR3201052,p33,RNA-Seq,51,38999904,PRJNA314132,SAMN04529188,41536950,sympathetic neuronal cells,Noradrenergic5,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX1610854,GSM2079396,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:09:00Z,1,GSM2079396,female,thoracic ganglion,SRP071085
SRR3201054,p33,RNA-Seq,51,55126665,PRJNA314132,SAMN04529189,57570103,sympathetic neuronal cells,Noradrenergic3,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1610855,GSM2079397,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:08:00Z,1,GSM2079397,female,thoracic ganglion,SRP071085
SRR3201055,p33,RNA-Seq,51,4896,PRJNA314132,SAMN04529190,32989,sympathetic neuronal cells,Unclassified,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1610856,GSM2079398,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:07:00Z,1,GSM2079398,female,thoracic ganglion,SRP071085
SRR3201056,p33,RNA-Seq,51,43254936,PRJNA314132,SAMN04529190,45122047,sympathetic neuronal cells,Unclassified,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX1610856,GSM2079398,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:07:00Z,1,GSM2079398,female,thoracic ganglion,SRP071085
SRR3201057,p33,RNA-Seq,51,6222,PRJNA314132,SAMN04529191,34159,sympathetic neuronal cells,Unclassified,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1610857,GSM2079399,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:07:00Z,1,GSM2079399,female,thoracic ganglion,SRP071085
SRR3201059,p33,RNA-Seq,51,4080,PRJNA314132,SAMN04529192,32288,sympathetic neuronal cells,Unclassified,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX1610858,GSM2079400,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:05:00Z,1,GSM2079400,female,thoracic ganglion,SRP071085
SRR3201061,p33,RNA-Seq,51,36057,PRJNA314132,SAMN04529193,59914,sympathetic neuronal cells,Unclassified,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1610859,GSM2079401,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:04:00Z,1,GSM2079401,female,thoracic ganglion,SRP071085
SRR3201063,p34,RNA-Seq,51,58835385,PRJNA314132,SAMN04529194,61008084,sympathetic neuronal cells,Noradrenergic3,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1610860,GSM2079402,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:00:00Z,1,GSM2079402,female,thoracic ganglion,SRP071085
SRR3201064,p34,RNA-Seq,51,69169311,PRJNA314132,SAMN04529195,72008251,sympathetic neuronal cells,Noradrenergic3,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1610861,GSM2079403,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T17:58:00Z,1,GSM2079403,female,thoracic ganglion,SRP071085
SRR3201065,p34,RNA-Seq,51,86409810,PRJNA314132,SAMN04529196,90020001,sympathetic neuronal cells,Noradrenergic3,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1610862,GSM2079404,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T17:55:00Z,1,GSM2079404,female,thoracic ganglion,SRP071085
SRR3201066,p34,RNA-Seq,51,81180372,PRJNA314132,SAMN04529197,84622371,sympathetic neuronal cells,Noradrenergic5,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1610863,GSM2079405,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T17:53:00Z,1,GSM2079405,female,thoracic ganglion,SRP071085
SRR3201070,p29,RNA-Seq,51,123353343,PRJNA314132,SAMN04529201,127928881,sympathetic neuronal cells,Unclassified,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1610867,GSM2079409,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T17:43:00Z,1,GSM2079409,male,thoracic ganglion,SRP071085
SRR3201072,p29,RNA-Seq,51,94743006,PRJNA314132,SAMN04529203,98816403,sympathetic neuronal cells,Noradrenergic3,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1610869,GSM2079411,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T17:36:00Z,1,GSM2079411,male,thoracic ganglion,SRP071085
SRR3201073,p29,RNA-Seq,51,109491798,PRJNA314132,SAMN04529204,114217817,sympathetic neuronal cells,Noradrenergic3,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1610870,GSM2079412,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T17:33:00Z,1,GSM2079412,male,thoracic ganglion,SRP071085
SRR3201074,p29,RNA-Seq,51,99387423,PRJNA314132,SAMN04529205,103238779,sympathetic neuronal cells,Noradrenergic1,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1610871,GSM2079413,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T17:33:00Z,1,GSM2079413,male,thoracic ganglion,SRP071085
SRR3201076,p29,RNA-Seq,51,86490288,PRJNA314132,SAMN04529207,89849579,sympathetic neuronal cells,Ach1,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1610873,GSM2079415,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T17:33:00Z,1,GSM2079415,male,thoracic ganglion,SRP071085
SRR3201077,p29,RNA-Seq,51,89597157,PRJNA314132,SAMN04529208,92809455,sympathetic neuronal cells,Unclassified,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX1610874,GSM2079416,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T17:33:00Z,1,GSM2079416,male,thoracic ganglion,SRP071085
